X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC,latitude,longitude
29596.6870137295,37018.8390183002,53239,B03,Opp Bishan Stn,,
15499.89011373,36818.2698183004,28611,B01,OPP BLK 461,,
30517.3580137296,37875.1915183011,54369,B01,OPP BLK 4025,,
27979.8478137292,30970.8029183,13071,B12,RIVA LODGE,,
17540.7034137296,34351.4211183004,20089,B03,OPP CARRIER S'PORE,,
24475.9306137292,32648.0796183012,11239,B10,FAIRLODGE,,
27956.4932137299,29832.8713183012,10149,B04,BLK 1,,
30603.5596137298,31759.5820183009,1109,TMNL,QUEEN ST TER,,
26276.9933137298,49280.3087183014,58149,B07,OPP SEMBAWANG SHIPYARD G 8,,
34152.7659137296,32311.151018301,81181,B03,DAKOTA STN EXIT A / BLK 99,,
40538.4097137293,39840.5569183007,77191,B13,BLK 500A,,
31180.3034137292,33276.9056183007,60191,B04,BLK 7,,
35246.9730137298,36525.443818301,71041,B11,OPP AIR FORCE MUSEUM,,
9896.72741372976,30892.5101183001,24341,B06,OPP KEPPEL SHIPYARD,,
42160.0034137294,39392.9574183002,78159,B03,OPP BLK 230,,
26990.7951137293,28327.653218301,14029,B09,BLK 105,,
15831.6080137296,35664.004118301,21651,B09,OPP CHINESE GDN,,
17554.7476137299,33863.1589183006,20239,B06,AFT HASANAH MQUE,,
28628.7566137295,37730.3564183004,53199,B08,BLK 22A CP,,
21407.7455137298,46705.9779183008,46019,B07,AFT W'LANDS CTR RD,,
24328.6468137298,30414.6290183011,11031,B03,OPP QUEEN'S CL,,
23575.2133137295,46950.1091182996,46421,B01,EVERGREEN SEC SCH,,
29145.2496137293,45269.2797183003,59451,B04,BET BLKS 349/350,,
26233.2157137292,31353.3241183013,13039,B07,BEF CHATSWORTH RD,,
20126.5296137296,39793.9800183009,44019,B22,THE LINEAR,,
36084.8261137297,32948.9898183011,82181,B05,FLORA EAST,,
12245.2150137294,33070.0528183002,23271,B03,AFT BENOI SECTOR,,
29745.7530137291,41594.3708183002,55051,B42,OPP ST ELECTRONICS,,
21594.37531373,34303.4406183008,12089,B08,OPP MAJU CAMP,,
22139.4065137291,45699.2714183014,46621,B06,BLK 335,,
37367.6361137293,33214.4242183007,83181,B06,AFT BETHESDA FRANKEL CH,,
29195.68451373,34945.9105182998,52131,B12,BLK 163,,
31168.2635137299,39701.2131182998,54591,B06,OPP BLK 5060,,
16642.2101137294,36225.6677183006,28359,B18,BLK 350,,
34639.1351137292,37994.1500183009,63079,B15,BLK 248,,
23152.7963137291,30101.1790183,18279,NIL,OPP BLK 85,,
20704.1570137292,41017.6600183006,44619,B01,BLK 506,,
31060.5571137294,43014.9788183011,68121,B06,BEF  WEST CAMP ROAD,,
30442.6363137299,45422.1272183005,68171,B12,BEF YISHUN AVE 8,,
30474.7564137299,45419.7096183002,68179,B11,YISHUN AVE 8,,
42823.53101373,35171.2095183004,96371,NIL,STANDARD CHARTERED BANK,,
31549.9651137292,42922.785918301,68109,B03,OPP ROLLS ROYCE PTE LTD,,
32932.6861137291,37095.5223182999,62051,B15,AFT JLN CHERMAT,,
29512.5200137291,30369.7615182996,4219,B02,OPP CLARKE QUAY,,
29529.4466137299,30316.633518301,4211,B01,CLARKE QUAY,,
38528.7106137294,36843.9492183011,75251,B02,OPP TROPICA CONDO,,
34879.7548137298,35634.7707183007,71069,B01,AFT AIRPORT RD,,
34876.5339137297,35684.4615183007,71061,B02,BEF AIRPORT RD,,
32529.6060137292,38484.4890183005,63191,B09,AFT S'GOON NTH AVE 1,,
18558.0225137295,42777.9276183005,45419,NIL,BLK 669,,
36276.4950137297,42340.1760183014,65241,"NIL
NIL",BLK 196C,,
17953.7713137297,40036.6660182998,44571,B02,BLK 297D,,
27511.0330137294,29451.0438183006,10121,UNK,BLK 126 CP,,
24593.3947137296,47351.5724183004,47661,B05,BLK 788E,,
36337.9215137297,42386.8060183004,65249,NIL,BLK 178,,
31203.7145137293,33964.7426183,60249,NIL,BLK 14,,
46657.4413137296,40233.3419183008,95191,NIL,OPP DB SCHENKER,,
34437.8010137295,36365.4760183003,62241,B06,SBST HOUGANG DEPOT,,
28480.9582137298,45348.024918301,59661,NIL,BLK 932,,
30424.4075137293,32740.9150182996,50259,B02,OPP FARRER PK STN,,
18337.6677137297,41795.9511182997,45479,NIL,KRANJI PRI SCH,,
28291.46521373,41322.1146183014,55381,B03A,BEF BULLION PK,,
28296.50031373,45154.5399182998,59699,NIL,OPP BLK 935,,
24804.0217137299,47369.1572182998,47681,B03,WOODSVALE CONDO,,
24702.31061373,46747.8315182999,47649,B01,OPP BLK 681B,,
38895.0883137295,35595.819918301,84601,B21,OPP WATERFRONT KEY,,
32054.8829137292,35039.2143182997,61019,B04,OPP BLK 101,,
29813.4227137296,34219.7525183,50191,NIL,BEF BALESTIER PLAZA,,
20018.5900137294,40041.211318301,44021,B27,BT PANJANG STN EXIT B,,
19690.4842137294,32576.0252183005,20299,B14,OPP TANGLIN SEC SCH,,
18789.7022137297,42731.4910183009,45421,B03,OPP BLK 666,,
29573.7148137297,45037.7898182999,59469,B02,BLK 419,,
8390.09261372965,34170.0757183004,25179,B06,SEW-EURODRIVE,,
32415.6203137292,36156.0073183011,62101,B10,BEF UPP S'GOON RD,,
32702.8087137295,31046.2413183004,90031,B08,TG RIA CONDO,,
42552.6313137291,38187.9293183014,98089,B38,BEF JLN BATALONG,,
37041.76621373,34101.9581183009,83381,B01,BEF JLN KEMBANGAN,,
22057.3997137295,29852.2942182999,16021,B19,OPP GLORIA MANSION,,
32650.20151373,40835.0686183013,67069,B23,BEF JLN SELASEH,,
35256.4520137291,41748.8110183012,67249,B07,BLK 259C,,
36574.2737137293,44646.8806183003,65139,B28,PUNGGOL ROAD END,,
24319.9974137293,32037.7571182996,11439,B08,BLK 92,,
17491.7620137297,35211.0930183008,28431,B134,BLK 134,,
27499.1928137299,43310.4987183008,59029,B14,AFT YISHUN AVE 1,,
30537.1012137299,38648.6074183006,54381,B05,BLK 443,,
14049.0670137294,46599.4177183006,34031,B05,AFT LIM CHU KANG LANE 6,,
31014.4332137294,36456.3257183004,66019,B10,BEF BRADDELL RD,,
26446.2798137292,35583.5255183,41151,B07,AFT SIME RD,,
30850.3661137298,32283.7891183011,7331,B01,AFT KING GEORGE'S AVE,,
15813.3201137297,35576.3614183012,21671,B01,BLK 331,,
35526.1136137294,31571.8893183004,92241,B02,AMBER GDNS,,
36477.7519137291,32055.4238183014,92271,B02,OPP D' ECOSIA,,
27800.4590137294,43907.3870183006,59039,B02,YISHUN SPORTS HALL,,
26995.5295137297,48189.9793183003,58499,NIL,BLK 506A,,
34503.0070137298,39460.1196183003,64389,B05,BLK 522,,
22211.3098137295,33430.9567183014,12151,B01,BEF MOONBEAM TERR,,
45266.7724137297,41082.6097183004,99181,B01,BEF S'PORE AVIATION AC,,
29337.5654137293,36738.4804183003,53309,B02,OPP RAFFLES INSTN,,
28685.0533137294,36929.5383183006,53121,B06,MARYMOUNT STN,,
26148.0540137291,27774.2529183012,14131,B05,CARIBBEAN AT KEPPEL BAY,,
23182.2822137298,46345.6744183004,46641,B04,BLK 894C,,
17859.3587137293,40749.3136183005,45231,B09,BLK 432,,
14070.07101373,46364.2450182997,34029,B08,BEF LIM CHU KANG LANE 5,,
28817.7700137291,44959.056718301,59281,B05,BLK 654,,
7841.23581372947,34688.8770183008,25129,B10,AFT TUAS AVE 6,,
23587.9628137294,31048.2794183008,18181,B06,OPP TANGLIN TRUST SCH,,
30134.5355137298,38500.4222183004,54329,B04,BLK 420,,
27435.0360137299,45235.431718301,59551,B04,BLK 722,,
19569.6484137299,36766.0859182999,43161,B01,BLK 272,,
33412.45481373,38961.307818301,63329,B05,OPP BLK 627,,
17143.75251373,46673.4645183012,49199,B09,KRANJI RESERVOIR PK B,,
19575.3010137295,32581.1653183009,20291,B13,TANGLIN SEC SCH,,
29395.1006137291,36742.6349183004,53301,B01,RAFFLES INSTN,,
42497.6570137292,40135.5171183012,78271,NIL,CASA PASIR RIS,,
35419.8390137292,41856.1760183014,67259,B02,COMPASSVALE STN EXIT B,,
35786.3822137294,40053.4601183012,64401,B37,OPP BLK 477A,,
41848.9609137299,36012.7228183001,96291,B03,BLK 223,,
6320.06581372954,34395.4817182999,26109,B01,BEF TUAS AVE 11,,
32318.7857137294,43238.3202183004,68061,B01,SING CHINA BLDG,,
35381.4818137297,41481.6131183002,67101,B07,BLK 250A,,
25788.7290137298,47736.0236183014,58381,B03,BLK 469B,,
26493.2376137292,47905.9418183006,58219,B01,OPP SEMBAWANG STN,,
34905.1164137293,41143.6748182997,67349,B04,BLK 204 CP,,
18549.8318137294,46169.3368183002,49081,B04,AFT KRANJI CRES,,
41562.2351137297,33541.1693182997,94079,B22,BEDOK CAMP 2,,
14342.5264137294,36627.6420183014,21429,B04,BLK 185,,
15070.8034137292,39607.2422183007,30021,B22,OPP KEAT HONG CAMP,,
31876.0058137299,34995.7084183004,61061,B02,BLK 148,,
34130.2072137296,41433.0626183003,67361,B01,BLK 313B,,
35233.1882137293,33361.8430183008,82033,B19,BLK 414,,
26566.4396137297,49119.0851183012,58161,B06,BEF SEMBAWANG SHIPYARD G 3,,
23538.4410137292,28720.560018301,15199,B08,OPP CURRENCY HSE,,
33172.0737137292,31936.4876183011,80181,B03,KALLANG SQUASH CTR,,
32526.5348137291,34626.9750183001,70109,B04,GULAB BLDG,,
12365.5922137294,38295.5084183011,31021,B08,JLN BAHAR POWER STN,,
30524.9569137292,41521.1970183011,55081,B38,OPP SUNRISE GDNS,,
40011.0459137298,39721.6240183003,77189,B02A,BLK 613,,
31603.5645137299,44889.6303183008,68151,B13,BEF SHELL AVIATION,,
29337.4317137292,39492.4861182999,54049,B06,COURTS ANG MO KIO,,
39956.2189137293,39557.6097183004,77069,B02,OPP RIS GRANDEUR,,
25250.6541137295,28931.2849183008,14391,B04,OPP BLK 85,,
23842.3134137299,45487.4482183009,46991,NIL,BLK 589,,
23169.3249137299,30084.3196182996,18271,NIL,BLK 85,,
11712.7497137291,35848.7978183012,27531,NIL,BLK 918,,
25805.4697137298,28708.2345183007,14341,B02,OPP BLK 59,,
29421.9593137298,39876.7280183006,54251,B19,AFT GRANDEUR 8,,
30926.3289137296,33500.5338183008,50349,B01,BLK 107,,
15550.4157137293,37560.7025183011,28159,B10,AFT HONG KAH CIRCLE,,
7789.40391372982,34755.7619183008,25121,B11,AFT TUAS AVE 8,,
18584.7379137296,40512.9730182998,44391,B01,AFT BLK 202,,
40485.0589137292,40267.8224183004,77091,B05,AFT PASIR RIS AVE,,
29630.2775137294,35873.0223182999,52179,B03,BRADDELL STN / BLK 106,,
41382.0676137293,36801.7352183014,76301,B03,BLK 283,,
15737.4428137299,34695.429518301,21579,B04,JURONG SEC SCH,,
22687.7750137299,29843.4818182997,15101,B08,OPP LP 31,,
29836.9527137298,31489.1224183012,7011,B01,PEACE CTR,,
24117.5547137298,31874.1344183013,11429,B06,OPP BLK 115B,,
26008.57321373,29528.1647183001,10651,B01,BLK 161,,
39418.1792137297,38033.4534183014,75271,B11,BLK 721,,
23066.5351137295,43835.1547183003,48041,B16,AFT JLN ULU SEMBAWANG,,
12769.7160137296,36753.1381183006,27399,B05,BET BLKS 859/860,,
26611.1957137296,49045.810018301,58169,B05,AFT HOMETEAMNS SEMBAWANG RESORT,,
9636.24371373001,31173.8384183012,24351,B04,OPP S'PORE TAKADA IND,,
22759.9070137292,30579.2385183014,18101,B01,PSB SCIENCE PK BLDG,,
38990.2814137293,34816.9993182998,84341,B10,OPP FENGSHAN PR SCH,,
29326.6228137296,29387.439418301,5189,B05,OPP SRI MARIAMMAN TP,,
40336.1584137296,33584.3808182999,84669,NIL,BLK 73,,
29711.8116137292,39098.1222182997,54009,NIL,ANG MO KIO INT,,
45072.4046137296,41334.7842183001,99129,B03,CHANGI VILLAGE HOTEL,,
27818.3974137297,31757.8598183002,9023,B02,OPP ORCHARD STN / ION,,
35643.9088137299,40212.9482183009,67739,NIL,AFT SENGKANG EAST DR,,
28587.5292137293,34867.3248183001,51031,B15,S'PORE POLO CLUB,,
40702.5978137292,37172.8097182997,76169,B01,BLK 248,,
43733.4624137292,39989.4753182996,98229,B07,HONEYWELL,,
35765.2201137291,42986.7164182998,65259,B02,PUNGGOL STN / INT,,
15913.6230137292,34521.7396183014,21761,B01,BLK 138B,,
27012.6765137296,29557.1363182999,10371,B04,BLK 129,,
17898.9381137295,40309.9428183008,44521,B01,BLK 280,,
6519.97661372926,34320.8592183013,26141,B07,SMARTY,,
29997.9160137298,30710.0645183008,4111,B01,CAPITOL BLDG,,
29611.1881137295,31161.5678183008,8041,B01,YMCA,,
33536.3553137295,33441.2188183013,81201,B05,OPP GEYLANG METH SEC SCH,,
15311.0363137294,34229.0709183011,21179,B02,CORPORATION PL,,
32866.1956137298,41926.3178183008,67561,NIL,OPP BLK 432A,,
36700.71521373,32583.0338183008,92209,B03,AFT JLN BAIDURI,,
29351.4369137296,35901.2753183004,52161,B06,BRADDELL STN / BLK 111,,
36844.8759137299,31571.7056183014,92289,B14,MARINE COVE,,
28657.5338137299,34723.871418301,51021,B13,OLD POLICE ACAD,,
36955.3555137292,33794.5586182997,83329,B02,OPP KEMBANGAN STN,,
25939.8812137293,47572.2370183002,58271,B01,BLK 335,,
27333.9876137292,34124.5974183008,40249,B05,ST JOSEPH'S INST,,
12734.9409137294,35355.3979183007,22461,B07,OPP BLK 653B,,
12686.4470137293,32865.4900183007,22391,B09,Bef Jln Buroh,,
34293.4231137298,37363.2741183005,63281,B01,BLK 105 MKT/FC,,
16958.80511373,39900.7095183004,30089,B01,AFT HAI INN SEE TP,,
24002.6013137298,46813.4271183014,46761,B04,BLK 706,,
31173.1868137298,37877.0391183011,66181,B01,AFT CHARTWELL DR,,
28380.3133137291,38976.7228183001,54219,B24,OPP MAYFLOWER SEC SCH,,
25571.8246137295,30527.9499182999,10299,B10,AFT DAWSON RD,,
27838.8911137292,30325.8547182996,10229,B04,OPP HARVEST MANSIONS,,
28577.8340137294,38111.0469183009,53209,B04,AFT NEA REG OFF,,
5942.58671372943,35289.3609183002,25449,B08,AFT PIONEER RD,,
30398.2286137296,39645.2867182996,54579,B12,BLK 540,,
20884.0563137298,30816.2566183005,16131,B25,OPP KENT RIDGE TER,,
29647.7650137292,39634.4855183009,54349,B10,BLK 504,,
33475.9757137299,31144.9153183009,90069,B13,OPP DUNMAN HIGH SCH,,
26335.4699137295,42890.9068183005,57021,B01,FOREST HILLS CONDO,,
19613.1067137299,40757.7850183006,44059,B04,BLK 632 CP,,
18392.6334137293,37173.1441182997,43409,B01,OPP BLK 127,,
27085.1347137298,28527.3376183007,14389,B01,OPP BLK 109,,
28626.5380137293,35864.0516183004,51081,B02,OPP MARYMOUNT CON SCH,,
28645.0908137299,40837.7742183004,55029,B47,SEASONS PK,,
36883.6996137295,32391.9562183004,92141,B07,NAFA ARTS KINDERGARTEN,,
29590.0160137294,32695.2163183,50019,B01,PARISH OF CHRIST CH,,
29451.4385137297,31262.0275183003,8058,B02,AFT DHOBY GHAUT STN,,
33765.8318137294,34998.6599183008,70131,B09,BEF DAVIDSON RD,,
42828.3199137291,34493.3220183011,96249,B02,BUILDERS CTR,,
23417.6846137298,32181.0295183007,11181,B01,OPP BLK 43,,
26182.3191137295,42704.3588183001,57141,B02,BEF UPP THOMSON RD,,
22547.6698137298,30811.5363183003,18331,B01A,KENT RIDGE STN EXIT A / NUH,,
17283.2412137296,40123.8224183004,44621,B07,OPP CONCORD PR SCH,,
31722.0452137291,40035.2628183011,54659,B07,TECHPLACE 2,,
29178.7946137292,30796.1451182999,4311,B03,AFT RIVER VALLEY RD,,
23111.7352137296,30282.2443183009,18261,B07,OPP DSO NATL LABORATORIES,,
9164.44451372977,32255.9259182997,24661,B17,WP IN SVC 254,,
10973.7099137297,34428.9844183009,23489,B17,OPP MOLEX,,
18722.3133137291,41586.273818301,45361,B02,OPP BLK 765,,
27587.6720137298,30871.0328183006,13063,B14A,RV SUITES,,
25514.1483137291,30038.1768183,10409,B04,BLK 50,,
28056.3246137295,46534.6107183006,59259,B16,DARUL MAKMUR MQUE,,
41006.47401373,35222.880218301,84439,B09,OPP BLK 3014,,
13662.2381137293,35205.630218301,22569,B31,OPP BLK 660,,
11972.1975137293,31761.8726183008,23409,B06,MOBIL MARINE TER,,
35593.3017137293,31773.4160182998,92109,B20,OPP KATONG SHOP CTR,,
41878.8929137299,34827.1952183004,96229,B08,S'PORE EXPO,,
36149.8342137299,42873.7126183007,65091,B19,BLK 301A,,
20269.4989137296,31192.691618301,17369,B16,AFT WEST COAST LK,,
28330.9690137291,30921.6144182999,13081,B10,ST. THOMAS WK,,
40273.58091373,37526.1779183,76559,B02,Aft Tampines Stn Exit E,,
35284.72401373,40160.6635183003,67729,NIL,BEF PUNGGOL RD,,
32144.4635137292,41437.2640183009,68019,B08,AFT JLN KAYU,,
43051.9260137295,37440.8213183004,97031,B03,AFT JLN BENA,,
34841.3935137298,40238.8182183001,67711,NIL,BEF SENGKANG FIRE STN,,
13185.5900137294,35515.6190183014,22511,B04,BLK 658C,,
42641.2593137296,38009.9804183003,98301,B01,AVILA GDNS,,
46769.3190137297,39875.9548183009,95181,NIL,MENLO WORLDWIDE,,
24855.8338137297,49488.0970182996,47099,B04,MASTERDON,,
14878.0157137299,34330.6633183006,21471,B03,AFT TUKANG INNOVATION DR,,
8579.62561372947,32657.9839182999,24689,B22,JURONG INSP CTR,,
24876.7888137298,47938.9093183,46881,B01,OLD CHANG KEE BLDG,,
20832.2047137292,35572.4305183012,42309,B01,HSE NO. 45,,
22370.7533137295,33111.6312183011,12149,B02,HENRY PK,,
37481.7336137295,35247.9037183002,84539,B02,BEDOK NTH STN EXIT B,,
5233.48861372937,31320.2312183008,26461,NIL,AFT TUAS STH AVE 8,,
20381.5943137296,30875.9885183014,17301,B13,OPP WEST COAST VIEW,,
24540.8426137296,49799.2436183002,47131,B05,FUJI OIL S'PORE,,
18223.6333137294,33766.6368183009,20261,B03,AFT PANDAN GDNS,,
35873.7880137293,35069.2320183013,72051,B01,KAKI BT IND EST,,
35226.2570137298,35945.1684183013,71191,B07A,AFT DEFU LANE 12,,
8354.12741372921,32859.1726182997,24699,B24,BEF TUAS RD,,
19871.5665137293,35627.8718183003,42311,B02,OPP BURGUNDY HILL,,
21549.1365137296,36128.0084183011,42091,B03,BEAUTY WORLD STN EXIT B,,
30133.9626137298,31781.2565183006,7531,B01,ROCHOR STN,,
21703.49811373,47264.6779183,46129,B06,MARSILING LANE MKT/ FC,,
18257.7581137298,33745.7640183009,20269,B04,BEF PANDAN GDNS,,
21068.6367137292,36016.2305183001,42179,B06,AFT CHUN TIN RD,,
13996.0026137298,35028.9787183013,22431,B02,OPP FOUR LEAVES,,
21254.5596137298,32358.9633183014,19059,B09,UNIVERSITY TOWN,,
18456.8360137297,39905.0836183,44109,B07,OPP HONG SAN TERR,,
20875.2332137292,40349.5988183003,44349,NIL,BET BLKS 443A/443B,,
23092.6140137296,43798.2241182998,48049,B15,BEF JLN ULU SEMBAWANG,,
9694.34071372915,32322.6807183009,24331,B15,OPP HONG HANG BLDG,,
12726.0318137296,36253.8345183004,27351,B02,BLK 715,,
19276.0459137298,35482.9729183,28681,B03,TOH GUAN CTR,,
38711.8696137294,35657.3888183013,84631,B19A,OPP WATERFRONT WAVES,,
29156.0909137297,44759.4116182998,59571,NIL,OPP NORTHBROOKS SEC SCH,,
29294.9942137292,37806.7708183005,53381,B03,BISHAN NTH SHOP MALL,,
23073.0124137299,45427.3608183004,58449,B01,SPORE SPORTS SCH,,
21342.7889137296,30166.4185183011,16241,B07,BEF WEST COAST PK,,
13062.3551137298,32173.2253182996,22429,B04,OPP NATL OXYGEN PTE LTD,,
19733.7107137293,40777.6305183005,44801,B03,OPP BLK 628,,
27891.8415137297,39142.1155182999,56289,B01,BEF SHANGRI-LA WALK,,
32870.2375137294,41891.9619183,67569,NIL,BLK 432A,,
29846.5000137296,35460.4984183013,52279,B06,BLK 56,,
22715.9415137293,46900.8083183002,46271,B05,OPP BLK 802,,
24968.2993137296,31158.4907183014,11481,B07,QUEENSTOWN LIB,,
15192.2973137293,35570.2831183001,21619,B12,AFT CORPORATION RD,,
27924.9873137297,35808.2755183,51119,B02,BEF ANDREW RD,,
27462.2160137296,46439.3340183012,59271,B07,BLK 118,,
34348.2880137293,39104.1312183011,64551,B02,BLK 836,,
28127.5346137295,33391.9962183014,40069,B06,ANGLO-CHINESE SCH,,
27513.9335137298,28444.7141183,14221,B07,OPP ST. TERESA'S CH,,
28773.6540137297,40591.2970183007,55151,B05,ANG MO KIO COMMUNITY HOSP,,
26934.8814137299,31775.2466183007,9139,B08,AFT CUSCADEN RD,,
21817.0717137298,45646.0210183002,46619,B07,OPP FUCHUN SEC SCH,,
35367.56171373,43123.9651183002,65409,NIL,BEF BLK 264,,
41014.6579137295,38037.6629183013,76369,B08,BLK 496F,,
30587.0753137292,38706.9009183012,54389,B06,BLK 465,,
21112.2345137298,39834.6312183011,44229,B01,BEF PENDING STN,,
30671.3346137293,33277.0450183004,50241,B02,OPP S'PORE KHALSA ASSN,,
40333.8780137291,33876.1985183004,84101,B05,OPP BLK 49,,
40330.0748137292,33972.2748183012,84109,B06,BLK 50,,
35699.80511373,33452.5593183003,82061,B21,EUNOS STN / INT,,
29996.9827137291,32011.1666183006,7031,B01,TEKKA CTR,,
35969.7811137298,33665.2127183005,83101,B01,EUNOS STN,,
35838.2634137291,34763.3718183003,71091,B02,BLK 637,,
20322.7034137296,40076.6257183012,44731,NIL,OPP BLK 180,,
20356.0320137292,40062.7428182997,44739,NIL,BLK 180,,
40153.3187137293,39539.4598182999,77011,B15,OPP BLK 515,,
26663.8346137293,32046.3356183004,9149,B02,OPP BRITISH COUNCIL,,
20656.0536137298,37662.0177183002,43829,B04,SYMPHONY HTS,,
20685.6870137295,37648.3229182996,43821,B03,OPP SYMPHONY HTS,,
20830.3483137293,37521.3476183005,43049,B08,OPP HUME PK CONDO,,
20953.8461137293,37138.9320183005,43029,B06,OPP THE HILLSIDE,,
20930.9547137292,37052.3274183013,43021,B09,AFT OLD JURONG RD,,
36159.5101137292,34791.0675183013,72029,B02,OPP BLK 646,,
36809.72671373,35407.724518301,84709,B08,OPP BLK 150,,
36272.3458137298,35238.6730183009,72049,B04,OPP BLK 660A CP,,
36242.6055137292,35207.9823183008,72041,B03,BLK 660A CP,,
36526.41971373,35296.3729183003,72039,B06,KAKI BT STN EXIT A,,
36515.9109137291,35266.5106183011,72031,B05,BEF KAKI BT STN EXIT B,,
36525.3345137294,34884.1664183009,72061,B03,BLK 122,,
36112.7030137293,34792.0425183009,72021,B01,BLK 646,,
36523.2535137292,34857.8878183011,72069,B04,BLK 121,,
29832.3916137293,31167.1402183007,4019,B01,OPP BENCOOLEN STN EXIT B,,
29795.1495137298,31168.276018301,8069,B07,BENCOOLEN STN EXIT B,,
41091.0526137296,37618.4463183004,76219,B08,BLK 230E,,
35575.5575137297,40240.7244183011,67731,NIL,BEF SENGKANG EAST DR,,
35744.0049137296,39614.4908183012,62261,NIL,OPP SERANGOON SEC SCH,,
42619.8873137292,38001.3742183,98309,B02,CARISSA PK,,
32610.3803137299,41397.5781183001,67499,B05,FERNVALE PRI SCH,,
33762.4834137298,32179.8735183012,81179,B02,BLK 22,,
42665.62421373,34916.6409183014,96329,B01,DHL,,
43247.9980137292,35014.2134183012,96341,B06,AFT SUNNY METAL & ENGRG,,
16213.3722137297,36262.8686183002,28361,B19,JURONG LAKE,,
46706.9257137291,40074.3704183009,95189,NIL,EXPEDITORS,,
34278.8860137295,41435.3492182996,67581,NIL,BLK 319A,,
31076.8919137297,43046.8918182999,68129,B05,AFT  WEST CAMP ROAD,,
25506.3328137295,30961.3027183004,10301,B03,OPP BLK 108,,
10878.3220137293,34303.685018301,23379,B02,OPP JOO KOON INT,,
11702.3491137298,35870.3990183007,27539,NIL,BEF XINGNAN PRI SCH,,
12242.4449137291,35898.1264183,27501,NIL,NTUC HEALTH NURSING HOME,,
12505.2619137298,35382.2561183013,27529,NIL,OPP BLK 987A,,
12207.8696137294,35847.2373182997,27509,NIL,BEF YUNNAN CRES,,
10834.7010137299,34250.1980183013,23371,B01,BEF JOO KOON INT,,
28941.2274137298,45428.4702183008,59651,B06,Blk 348B,,
39162.3632137291,37564.3123183008,75149,B09,BLK 867A,,
39411.8847137298,40102.8297183011,77289,B22,BLK 738,,
18444.9333137292,42520.5938183013,45381,NIL,BLK 673A,,
10285.2995137293,34244.0977183003,24499,B03,PANASONIC IND DEVICES,,
12506.6296137292,35443.0470183007,27521,NIL,BLK 986 CP,,
21059.4298137296,46645.0684182998,46509,B04,MARSILING PK,,
21845.2883137297,47307.6198183,46171,B04,OPP BLK 19,,
29179.9350137291,38021.7609183006,53379,B06,BLK 245,,
33782.9118137294,38072.6941183005,63031,B21,KOVAN STN EXIT B,,
23959.74701373,31416.7962183002,11451,B03,BLK 72,,
27834.0026137298,46889.1829183009,59529,B18,OPP YISHUN EMERALD,,
17077.96631373,46696.6988182999,49219,B11,OPP PUB QUARTER,,
28245.6790137291,40161.0708183013,55129,B28,BLK 604,,
41556.9791137297,39014.3679183014,77051,B07,BLK 115,,
42331.8179137297,39259.1011183001,78201,B04,OPP BLK 242,,
40014.1484137299,38929.0632183012,75549,NIL,BLK 648A,,
40702.2923137294,37837.5303183012,76391,B02,BLK 418,,
42182.8343137298,39370.5816182997,78151,B04,BLK 230,,
39827.3564137295,34635.7816183008,84249,B15,BLK 124,,
22632.9190137293,47934.0045183003,47201,NIL,W'LANDS NTH STN,,
13509.8122137291,36329.1219183002,22599,NIL,BLK 678D,,
36119.2523137294,40843.101718301,67519,B04,OPP BLK 121E,,
31462.9662137292,28770.1165183,3349,B01,AFT GDNS BY THE BAY,,
20275.3438137295,36569.9883182999,43209,B02,AUTOBACS,,
43259.6690137293,39340.3120183013,98129,B10,OPP KRISLITE BLDG,,
29694.1510137292,34246.7507183012,50189,B13,OPP PUBLIC MANSIONS,,
40027.6980137294,38725.2757182997,75561,NIL,BLK 648C,,
30645.5413137292,39475.6851183008,54439,B03,BLK 549,,
38845.7442137292,38797.3668183014,75311,B03,TAMPINES DORMITORY,,
27819.3365137298,46859.2798183002,59521,B17,YISHUN EMERALD,,
26294.0123137292,48593.4854183011,58401,NIL,Opp Blk 491,,
35291.7643137295,33179.9433182999,82049,B02,JOO CHIAT CPLX,,
40971.9455137299,35143.7685183007,85071,B01A,BEF CHANGI FIRE STN,,
24700.9632137297,31306.7950183004,11479,B10,THE FISHERMAN CH,,
34288.4087137291,37587.4686182998,63279,B04,OPP YUYING SEC SCH,,
34676.2193137296,37976.3505183011,63071,B16,OPP BLK 248,,
15934.3596137296,34719.0850183014,21759,B04,OPP JURONG SEC SCH,,
33257.7741137296,34864.6093183011,70129,B08,OPP JLN MUHIBBAH,,
5967.59721372928,35301.8337182999,25441,B07,BEF PIONEER RD,,
34597.4085137295,39248.0675183013,64541,B04,HOUGANG CTRL INT,,
19160.6805137293,40371.5219183005,44289,B04,BLK 6,,
41394.9305137293,34839.6851183008,96019,B04,AFT SIMEI AVE,,
31683.6399137294,38612.6950183008,66261,B03,S'GOON GDNS COUNTRY CLUB,,
32447.9840137297,41287.2572183013,67289,B01,OPP BLK 405C,,
10792.70701373,33253.9380182996,23351,B05,AFT GUL AVE,,
34273.7569137299,37359.9811183009,63289,B02,ALJUNIED CC,,
38871.4583137296,34567.7843183,84331,B01,OPP BLK 416,,
34763.5983137293,33153.133518301,82119,B09,TG KATONG CPLX,,
18211.2627137294,41946.9498183001,45279,B02,BLK 563,,
24662.6298137298,46626.8152182996,47541,B07,BLK 639,,
